lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
346,1,115.0,9,13,3,2,0,1,0,0
27,1,151.0,7,8,4,2,0,0,0,1
48,2,79.2,11,4,4,2,1,3,0,1
90,0,73.95,3,7,4,4,1,0,0,0
133,1,105.3,8,21,4,0,2,0,0,1
68,1,118.8,4,26,4,2,0,0,3,1
82,0,85.5,6,23,4,1,0,3,0,0
30,0,67.0,11,13,2,0,1,0,0,1
2,0,169.33,8,15,4,2,1,3,0,1
118,1,114.3,8,11,4,1,0,0,0,1
134,0,65.0,12,4,3,2,2,0,0,1
33,2,117.33,9,15,4,2,0,0,0,1
40,2,109.8,9,1,4,1,0,0,0,1
43,1,117.9,4,8,4,1,0,0,0,1
88,0,76.5,8,14,4,2,0,0,0,1
117,1,97.75,6,28,4,4,0,3,1,1
54,2,156.93,7,10,4,0,1,0,5,1
259,0,90.0,5,5,3,3,0,0,0,0
134,0,103.5,8,10,4,2,0,3,0,0
180,1,100.0,5,2,3,1,1,0,0,1
78,2,90.63,11,12,4,5,2,0,0,0
1,2,159.0,3,24,4,1,0,0,0,1
13,1,90.6,11,22,3,0,2,0,0,1
42,2,121.78,11,1,4,9,2,0,0,1
88,2,150.45,4,3,4,2,2,0,5,1
36,2,102.6,10,13,4,1,0,3,0,1
1,0,96.0,8,29,4,1,2,0,0,1
46,0,73.9,3,3,4,3,0,0,0,0
96,0,94.5,7,11,3,1,2,1,0,0
22,0,140.0,5,20,3,2,0,0,0,1
16,1,131.0,7,28,4,2,0,0,0,0
147,2,143.1,9,18,4,3,2,0,3,1
37,1,72.91,9,5,4,3,1,3,0,1
24,2,119.0,10,20,4,3,0,3,0,1
8,0,185.67,3,25,4,2,1,1,0,0
98,1,117.9,8,21,4,2,2,0,0,1
102,0,109.0,10,16,3,2,0,1,0,1
53,0,116.1,5,6,4,2,0,3,0,0
12,0,71.0,1,19,3,2,0,0,0,1
59,0,75.0,11,18,3,2,2,0,0,1
22,2,112.25,8,28,4,2,2,3,0,1
154,1,114.3,8,24,4,1,0,0,0,0
196,0,105.3,8,4,4,3,0,0,0,0
62,0,75.0,11,21,3,2,1,0,0,1
99,0,65.0,10,30,3,2,2,0,0,0
58,2,178.56,12,29,4,3,2,0,3,1
151,0,71.0,1,19,3,2,0,0,0,1
168,1,76.58,7,26,4,4,0,0,0,1
2,1,136.0,6,11,4,1,0,0,3,1
146,2,127.8,7,8,4,1,0,0,3,1
71,0,98.0,5,10,3,3,0,1,0,1
199,1,98.1,10,1,4,1,1,3,0,1
41,0,85.67,3,13,2,1,2,0,0,1
12,1,65.0,6,14,2,2,0,0,0,1
24,0,55.0,12,4,3,2,0,0,0,1
6,1,81.0,12,16,4,1,0,0,0,1
140,1,88.77,7,2,4,1,1,0,1,1
9,1,95.2,12,28,4,4,0,3,0,1
111,1,102.75,5,9,4,3,1,3,0,1
12,0,80.0,1,26,2,2,0,0,0,1
50,0,98.55,10,19,3,2,0,0,0,1
15,0,195.4,3,17,4,3,2,0,5,0
33,0,64.0,1,25,2,1,1,0,0,1
230,0,137.0,9,6,3,5,0,1,0,0
15,2,174.0,9,20,4,2,2,0,5,1
6,0,145.9,8,25,4,3,1,0,3,0
10,0,79.0,11,7,0,3,1,0,0,0
31,1,75.0,10,25,3,1,2,0,3,1
116,0,70.0,2,28,3,1,2,0,0,0
9,0,75.0,1,29,4,1,0,3,0,1
24,0,105.0,9,15,4,3,0,0,0,1
4,0,95.0,5,2,3,0,1,0,0,1
134,2,103.5,8,11,4,3,0,3,0,1
45,0,143.65,3,28,4,3,1,0,3,0
87,2,131.4,8,31,4,4,0,0,0,1
101,2,90.0,11,18,4,2,0,0,0,0
86,2,205.06,7,15,4,2,0,0,6,1
28,1,90.25,9,4,4,2,2,0,0,1
8,0,56.0,3,1,3,3,0,0,0,1
257,0,80.0,7,1,3,2,0,1,0,1
99,1,137.1,9,5,4,2,1,0,0,1
90,1,99.45,4,23,4,5,2,1,0,0
44,0,85.5,9,18,3,2,2,0,0,1
21,0,85.0,3,4,4,1,0,0,0,0
26,1,139.0,9,25,4,1,2,0,0,1
30,1,186.22,11,2,4,9,4,0,5,0
3,0,78.2,12,6,3,0,2,0,3,1
120,1,121.5,7,13,4,3,0,0,0,1
27,1,111.0,4,25,4,0,1,0,0,1
138,1,117.91,5,21,4,5,2,0,3,0
61,0,99.9,7,23,4,1,1,0,0,0
80,0,80.75,6,4,3,1,2,0,0,1
110,0,72.8,4,20,4,2,0,0,0,1
71,2,146.7,7,24,4,0,1,0,3,1
86,2,104.4,10,26,4,2,0,0,3,1
3,0,65.0,9,27,2,0,2,0,0,1
94,0,131.4,8,24,4,4,0,0,3,0
41,0,60.0,11,8,3,2,2,0,3,1
22,0,67.52,3,6,4,3,2,0,0,1
39,0,137.7,4,21,4,3,1,0,3,1
74,0,80.0,9,18,3,2,0,1,0,1
4,1,65.46,11,13,4,0,1,3,0,1
30,2,125.1,9,15,4,1,0,3,0,1
78,0,117.9,8,7,4,0,1,0,0,0
290,0,90.95,10,20,4,3,2,0,0,0
0,0,65.0,9,20,2,0,2,0,0,1
80,1,126.9,5,2,4,1,1,0,0,1
70,2,113.87,12,8,4,3,0,0,0,1
170,2,86.24,7,28,4,3,0,3,0,1
147,0,76.5,8,11,4,3,0,0,0,0
161,2,82.35,8,16,4,2,0,0,3,1
279,0,73.95,12,21,4,4,0,0,0,0
105,0,75.0,10,12,3,3,0,0,0,0
28,0,74.7,2,3,4,7,2,0,0,0
108,2,87.3,3,30,4,3,0,0,0,0
25,0,108.0,9,12,4,0,1,0,0,0
36,0,130.32,5,22,3,0,2,0,4,1
185,0,103.5,12,16,4,2,1,0,3,1
157,0,85.5,6,30,4,3,0,3,0,0
19,1,118.0,9,6,4,2,0,3,0,1
130,1,85.5,8,1,4,1,2,0,0,0
86,0,100.0,9,9,2,2,0,0,0,1
14,1,121.0,6,8,4,1,0,0,0,1
4,1,82.9,1,10,4,0,2,0,0,1
239,0,112.2,6,15,3,2,0,1,0,0
1,0,124.0,6,7,4,1,0,0,0,1
46,2,102.6,12,7,4,3,0,0,0,1
114,0,130.0,10,13,3,2,0,0,2,1
1,0,81.0,2,26,4,1,0,3,0,1
64,2,150.45,5,9,4,3,1,0,0,1
263,0,67.0,9,21,3,0,1,0,0,1
23,0,149.0,6,18,4,1,2,0,0,0
1,0,139.0,7,8,4,1,0,3,0,0
5,2,92.31,8,17,4,10,3,0,0,0
104,1,72.25,4,18,4,3,1,3,0,0
6,0,114.4,7,5,3,1,0,0,0,1
5,1,110.0,5,24,2,2,0,0,0,1
162,0,96.9,8,11,3,3,2,0,0,1
71,0,69.05,3,17,4,2,0,0,1,1
63,0,94.5,4,21,4,3,0,3,0,0
165,1,103.5,7,10,4,0,1,3,0,0
204,0,100.0,5,5,4,3,0,0,0,0
274,2,107.0,8,9,4,3,0,0,0,0
160,1,107.61,5,23,4,4,1,0,0,0
4,0,85.0,9,19,3,0,1,3,0,1
129,0,128.7,8,25,4,2,0,0,3,1
258,0,96.3,10,29,4,1,2,0,0,0
1,0,85.0,9,29,2,2,0,0,0,1
226,1,70.0,10,29,3,2,2,0,0,1
70,0,149.4,9,15,4,2,0,0,3,0
17,2,148.38,5,7,4,2,2,1,0,1
238,1,126.9,9,21,4,2,0,0,0,0
24,0,107.1,9,26,4,1,1,3,0,0
2,1,102.0,2,13,4,1,0,0,0,1
4,0,91.0,2,13,4,1,2,0,0,1
291,0,115.0,8,19,3,2,0,1,0,0
156,2,122.63,10,31,4,3,1,0,3,0
126,0,139.5,8,3,4,1,0,1,0,0
216,0,172.23,11,6,4,5,2,0,0,0
1,0,164.0,10,6,4,2,0,0,4,1
34,0,99.9,4,12,3,1,0,0,0,1
17,0,65.0,9,20,2,1,2,0,0,1
5,0,0.0,8,19,1,1,0,0,0,1
103,0,115.0,4,19,4,2,0,0,0,0
160,0,102.3,7,17,4,1,2,0,0,0
2,0,205.0,10,10,4,1,1,0,5,0
51,1,152.1,8,22,4,2,1,0,0,1
18,0,87.0,2,21,3,2,2,0,0,1
8,0,130.0,11,5,3,1,0,0,0,1
104,2,67.9,8,11,4,3,0,0,1,1
12,1,77.25,12,24,4,2,0,0,1,1
166,1,122.4,10,3,4,3,1,0,3,0
37,0,65.0,5,8,2,0,1,0,0,1
40,0,189.9,4,6,4,1,0,0,5,0
0,1,114.0,8,20,4,1,0,0,0,1
11,1,130.0,11,5,4,1,0,0,0,0
0,0,109.0,8,14,3,2,0,1,0,1
338,1,90.67,10,7,3,2,1,0,0,1
101,0,132.6,5,25,4,4,0,0,3,1
3,0,120.0,10,16,4,0,2,0,0,1
135,1,130.5,8,13,4,1,0,0,0,1
245,0,75.0,6,17,3,2,0,0,0,0
0,0,135.0,5,24,4,1,0,0,0,0
176,0,0.0,9,8,4,0,0,0,0,1
26,2,133.5,9,12,4,1,1,0,0,1
118,0,110.0,6,6,3,2,1,0,0,1
0,0,159.0,9,15,4,1,0,3,0,1
28,2,277.0,7,20,4,1,0,1,5,1
38,0,81.0,6,19,3,1,2,0,0,1
25,1,113.31,6,26,4,4,2,0,3,1
6,0,78.2,11,4,3,4,1,0,3,1
119,0,127.8,8,16,4,2,0,0,3,0
50,0,118.8,10,4,4,3,0,0,0,0
50,1,146.7,4,21,4,2,0,0,3,1
253,2,78.3,12,8,4,3,0,0,0,1
128,1,97.42,7,11,4,2,1,0,3,1
95,0,107.1,8,1,4,2,1,3,0,0
50,2,93.6,11,18,4,2,1,0,0,1
17,1,91.0,2,15,4,3,1,0,0,1
279,0,110.0,10,12,3,3,0,0,0,0
59,1,93.08,4,11,3,3,1,0,0,1
1,1,226.17,10,2,4,2,1,0,5,1
324,0,87.3,11,21,4,2,1,0,3,0
5,0,70.0,10,28,3,4,0,0,0,1
0,1,100.0,1,25,4,3,1,0,0,1
4,0,121.0,6,9,4,1,0,0,0,0
72,1,68.4,3,14,4,3,1,3,0,0
1,0,56.47,5,8,4,0,1,3,0,1
335,0,80.0,10,13,3,3,0,0,0,1
14,0,73.0,5,27,3,1,0,0,0,1
40,1,83.16,10,13,4,1,0,3,0,1
119,1,116.45,7,19,4,4,0,0,3,1
212,0,70.0,5,20,3,3,2,0,0,1
100,0,110.0,9,28,3,4,0,1,0,1
105,0,110.0,10,12,3,2,1,1,0,0
18,1,96.0,9,4,4,2,0,3,0,1
111,0,58.0,3,27,3,2,2,0,0,1
227,3,76.5,8,17,4,9,3,0,0,1
12,2,128.0,8,1,4,2,1,3,0,1
28,0,130.0,10,29,3,1,0,0,0,1
251,0,108.8,9,22,4,4,2,0,0,0
55,1,60.0,11,18,3,4,0,0,3,1
61,0,125.1,9,12,4,1,1,3,0,0
30,2,94.5,10,7,4,3,0,0,0,1
47,0,99.9,4,12,4,1,0,0,0,0
1,1,31.0,2,26,2,2,0,0,0,1
53,0,90.9,4,2,4,1,0,0,0,0
101,1,148.9,8,8,4,5,3,0,3,1
53,0,120.0,10,14,3,1,0,0,0,1
97,1,76.5,8,19,4,1,0,0,0,1
51,0,110.0,6,5,2,5,2,0,3,0
75,1,96.78,10,2,4,0,2,0,3,1
263,0,110.0,10,21,4,2,0,0,0,0
30,0,195.53,9,24,4,2,2,0,5,0
18,1,160.67,9,28,4,3,0,1,3,1
120,2,132.3,10,13,4,3,0,0,3,1
217,2,90.1,5,25,4,4,0,0,0,0
9,1,71.84,3,1,4,3,0,0,0,1
1,2,45.0,4,28,3,1,0,0,0,1
45,1,131.4,3,19,4,1,1,0,3,0
35,0,95.4,3,5,4,1,1,0,3,0
103,1,93.6,12,2,4,2,1,0,0,0
154,2,79.2,12,8,4,2,0,3,0,1
16,0,83.03,3,8,4,1,0,0,1,0
18,1,65.0,6,20,2,0,1,0,0,1
2,1,111.0,11,22,4,1,0,0,0,1
1,1,111.0,8,1,4,0,1,0,0,1
221,0,65.0,10,10,3,1,2,0,0,1
156,2,171.96,8,13,4,5,2,1,0,0
55,0,168.3,9,20,4,3,0,0,3,0
14,1,166.0,8,14,4,3,2,0,3,1
28,0,85.0,10,20,3,3,0,0,0,1
13,0,96.0,12,5,4,0,1,0,0,1
15,2,150.0,10,19,4,3,0,0,0,1
51,1,92.82,3,16,4,4,0,0,0,1
38,1,64.72,10,31,3,4,2,0,0,1
134,0,89.25,7,13,4,4,0,3,0,1
53,3,135.9,9,9,4,2,0,0,0,1
1,1,0.0,1,8,4,0,0,3,0,1
2,1,0.0,9,10,1,1,0,0,0,1
87,1,112.25,10,23,3,1,2,1,0,1
25,0,76.5,8,15,3,1,1,0,0,1
7,1,215.0,4,15,3,2,0,1,4,1
229,0,89.25,10,22,4,2,2,0,0,0
14,1,98.67,10,30,3,2,1,0,3,1
5,0,84.0,5,8,3,0,2,0,0,1
35,0,67.5,2,12,4,2,0,3,0,0
1,1,77.25,12,19,4,1,0,0,1,1
67,0,85.0,10,3,3,5,2,0,0,0
90,0,48.6,7,7,4,15,5,3,0,0
315,0,52.0,12,2,3,2,0,0,0,1
67,0,185.1,4,27,4,3,0,0,5,0
19,0,147.0,3,18,4,2,0,1,0,0
0,0,75.0,8,10,4,0,1,3,0,0
111,2,198.9,5,27,4,2,1,0,5,1
0,2,90.0,8,5,4,3,0,0,0,1
99,0,112.05,7,9,4,2,2,0,0,0
0,0,106.0,2,13,4,1,1,0,3,0
103,0,95.0,5,4,4,3,0,0,0,0
39,2,96.3,11,27,4,2,1,0,0,1
12,1,65.0,9,19,2,0,1,0,0,1
76,0,79.56,7,13,3,4,0,0,0,1
9,1,75.0,11,1,4,1,2,3,0,1
61,1,207.64,9,7,4,5,2,0,5,1
232,0,100.3,9,5,4,3,1,0,0,0
16,1,127.0,3,19,4,1,0,0,0,1
146,0,113.56,8,9,3,3,0,0,4,1
60,0,128.85,5,16,4,2,1,0,0,1
13,0,82.4,8,21,4,3,2,3,0,1
30,5,96.3,10,14,4,3,0,0,0,1
53,2,113.4,10,5,4,2,0,0,0,1
59,0,168.3,9,24,4,1,1,0,3,0
8,0,129.0,9,11,4,0,1,3,0,1
28,2,156.25,4,11,4,3,1,1,0,1
1,1,230.0,11,10,4,1,0,0,5,1
11,0,203.5,4,24,4,2,2,0,5,0
19,0,90.0,10,6,3,3,0,0,0,1
14,0,85.0,2,18,4,2,0,0,0,0
4,1,103.0,7,1,2,1,0,0,3,1
6,0,67.0,11,16,2,1,0,0,0,1
31,1,53.19,3,4,4,2,1,3,0,1
67,1,91.2,9,5,4,2,1,3,0,0
111,1,107.1,8,12,4,2,0,3,0,1
110,0,120.0,10,9,3,0,1,0,0,0
105,0,88.12,3,20,4,4,2,0,3,1
8,2,174.0,9,3,4,2,0,0,0,1
4,0,95.0,5,16,2,1,1,0,0,1
82,0,76.5,7,16,4,5,2,0,0,0
40,1,6.0,1,14,4,3,0,0,1,1
24,0,50.0,12,5,2,2,2,0,0,1
62,0,75.0,11,20,3,2,2,0,0,1
31,0,63.0,11,7,3,0,1,3,0,1
91,0,80.0,9,30,3,2,1,0,0,1
87,1,58.9,7,10,4,7,3,0,0,0
83,1,76.5,8,5,4,4,1,0,0,1
139,1,72.25,12,3,4,1,0,0,0,0
301,1,115.0,7,30,4,1,1,1,0,0
31,0,75.0,9,16,4,2,1,0,0,0
230,1,96.3,9,2,4,2,1,0,0,1
2,2,143.22,4,1,4,2,2,0,5,1
94,0,138.25,7,13,4,3,0,0,4,1
418,0,107.0,9,26,4,2,1,1,0,0
10,0,66.0,2,4,2,1,0,0,0,1
36,0,112.0,10,13,3,3,0,1,0,1
48,0,75.0,11,1,3,4,0,0,0,1
4,1,139.0,7,6,4,2,0,3,0,1
51,0,87.3,7,21,3,5,2,1,3,1
168,0,85.0,4,22,3,2,1,0,0,0
39,1,126.0,10,2,4,1,2,0,0,0
246,1,58.36,12,27,4,5,2,0,0,1
418,0,107.0,9,26,3,2,1,1,0,0
85,2,113.4,10,17,4,2,1,0,0,1
78,1,154.29,12,29,3,3,1,0,0,1
43,1,119.0,10,25,4,1,0,0,0,1
53,3,134.45,11,10,4,3,1,0,3,1
0,0,85.0,2,24,4,1,0,3,0,1
41,1,110.7,6,20,4,3,1,0,0,1
73,0,85.0,7,14,3,3,0,0,0,1
37,0,105.0,10,13,3,3,0,0,0,1
292,0,90.0,7,21,3,2,0,1,0,1
159,1,70.0,4,9,3,1,1,0,0,1
308,0,52.0,11,25,3,2,0,0,0,0
35,0,93.6,12,20,4,2,0,0,0,0
64,0,130.0,5,17,2,2,0,0,0,1
139,2,228.6,7,4,4,2,1,1,5,0
140,0,113.9,7,31,4,3,2,0,3,0
33,4,147.25,9,26,4,1,1,0,3,1
165,2,99.45,7,21,4,3,2,0,0,1
17,1,113.33,10,1,4,3,0,0,0,1
163,2,105.3,8,1,4,0,1,0,0,0
22,1,64.37,11,14,4,2,1,3,0,1
62,1,70.78,7,18,4,3,1,3,0,1
80,1,93.6,11,19,4,1,2,0,0,1
58,1,152.08,9,26,4,3,1,0,5,1
52,2,166.5,9,1,4,3,1,1,3,1
19,2,99.0,5,9,4,1,1,3,0,1
56,1,185.0,9,25,3,2,2,0,0,1
55,0,100.0,9,9,2,2,0,0,0,0
1,1,0.0,9,1,1,1,0,0,0,1
23,2,88.0,11,17,4,2,0,3,0,1
47,0,119.17,4,25,4,4,1,0,0,0
100,2,72.25,12,12,4,1,2,0,0,1
3,0,120.0,10,1,4,1,0,0,0,1
236,1,6.0,7,28,4,4,2,0,1,1
126,1,85.5,7,27,4,2,1,0,0,1
1,0,98.0,8,9,4,0,1,3,0,1
100,0,108.0,10,16,3,1,0,1,0,0
4,2,169.0,9,4,4,3,2,0,0,1
0,1,0.0,5,4,1,1,0,0,6,1
29,0,75.0,10,20,3,3,0,0,3,1
77,0,97.02,3,26,4,5,2,0,3,0
17,1,87.5,8,29,4,4,2,0,0,0
209,1,128.7,10,21,4,3,2,0,3,0
169,0,106.0,4,22,4,2,2,1,0,0
253,0,2.0,9,26,4,2,1,0,0,1
63,0,87.3,3,5,4,1,2,0,3,0
94,1,144.0,4,28,4,2,0,0,3,1
0,1,80.0,8,4,4,2,0,3,0,1
51,0,75.0,11,11,3,2,2,0,0,1
102,0,140.4,6,3,4,1,0,0,3,1
1,1,109.0,3,16,4,1,0,0,0,1
161,0,116.1,9,8,4,3,0,0,0,0
23,2,87.0,1,7,4,3,1,0,0,1
51,0,107.1,7,6,4,1,0,3,0,0
19,0,80.0,10,6,3,3,0,0,0,1
14,1,91.43,8,17,4,4,1,3,0,1
36,0,85.0,10,25,3,3,0,0,0,1
29,3,201.25,10,5,4,2,0,0,3,1
14,0,100.0,10,15,3,2,0,0,0,1
0,1,90.0,8,5,4,4,0,0,0,1
7,1,119.0,4,15,4,2,0,3,0,1
68,1,99.45,3,20,4,3,2,0,3,1
0,1,50.0,3,17,2,1,0,0,0,1
38,0,151.47,8,19,4,2,2,0,3,0
51,2,109.8,12,6,4,3,0,0,0,1
70,0,170.1,9,3,4,4,2,1,0,0
292,0,115.0,7,21,3,2,0,1,0,0
24,1,153.23,11,7,4,2,1,0,0,1
276,0,95.0,9,22,3,3,0,0,0,0
0,2,68.85,7,23,4,1,0,0,3,1
3,2,111.0,2,5,4,2,0,0,0,1
82,0,109.37,4,16,4,4,2,0,3,0
72,1,60.0,2,12,3,2,0,0,0,1
123,0,93.08,4,21,4,3,1,0,0,1
0,3,107.0,10,19,2,4,0,0,0,1
0,0,140.0,10,30,4,0,1,3,0,1
14,0,65.0,4,29,3,1,0,0,0,1
27,0,110.0,11,15,3,4,0,1,0,1
249,1,86.62,8,27,4,1,1,0,1,0
120,0,127.8,8,8,4,3,1,0,3,0
4,1,180.0,9,25,4,1,2,0,0,1
130,1,90.95,6,28,4,5,0,0,0,0
69,2,135.15,5,9,4,4,1,0,0,1
1,0,89.0,4,13,4,1,0,3,0,0
64,2,116.1,4,29,4,2,1,3,0,1
88,1,156.6,11,26,4,1,0,0,5,0
80,0,79.2,12,7,4,3,0,3,0,0
150,0,101.0,1,2,3,1,2,1,0,1
75,1,52.85,11,16,4,2,1,0,0,1
86,1,65.0,5,20,3,2,1,0,0,1
35,2,88.4,12,5,4,3,1,0,0,1
8,1,187.55,9,12,4,1,1,0,3,1
69,0,120.0,6,12,3,4,2,0,0,0
126,2,106.03,5,4,4,4,0,0,3,1
8,1,103.0,3,11,4,2,1,0,1,1
15,0,88.8,3,4,4,2,0,0,3,0
157,1,97.75,7,6,4,4,0,3,0,1
2,0,67.0,4,20,2,1,0,0,0,1
28,1,159.0,9,16,4,2,0,0,0,1
12,3,90.0,8,23,4,2,2,0,0,1
26,0,104.0,12,16,4,2,0,0,0,0
37,1,88.39,12,14,4,5,2,0,0,1
12,2,68.0,12,3,3,3,2,0,0,1
75,1,77.03,6,26,4,2,2,0,0,1
8,3,133.6,10,4,4,3,2,0,0,1
124,0,94.5,8,8,3,1,2,1,0,0
49,0,93.15,7,11,4,0,1,3,0,0
2,0,86.32,1,2,4,4,2,1,0,1
129,0,80.75,10,24,3,3,1,0,0,1
45,3,217.75,3,15,4,8,2,0,6,1
69,1,162.3,8,27,4,1,2,0,3,0
24,2,148.0,8,4,4,2,0,3,0,1
70,0,100.0,6,3,3,2,0,0,0,1
115,0,151.2,10,15,4,4,2,0,3,0
2,1,141.0,6,17,4,1,0,0,0,1
240,0,95.4,9,14,4,2,0,3,0,0
4,0,81.0,2,19,2,1,0,0,0,1
33,1,157.5,10,5,4,4,0,0,3,0
53,2,123.3,9,3,4,1,1,0,3,1
0,1,89.0,2,27,4,1,0,0,0,1
18,1,128.0,6,23,4,1,0,0,3,1
181,0,250.0,10,11,3,1,0,0,4,0
290,0,73.95,12,1,4,3,1,0,0,0
10,1,87.5,11,14,4,3,1,3,0,1
38,1,118.58,3,19,4,2,2,0,3,0
0,1,153.0,8,7,4,2,0,3,5,1
47,1,101.7,6,21,4,1,0,0,0,1
19,1,109.0,3,18,4,2,0,0,0,1
174,0,70.0,10,10,3,1,1,0,0,0
144,2,129.6,9,23,4,3,2,0,0,1
224,1,86.62,8,1,4,2,1,0,1,1
190,0,89.25,8,19,4,5,2,3,0,0
42,1,109.31,4,28,4,3,1,3,0,1
118,0,116.1,6,2,4,3,0,3,0,0
26,2,90.0,10,19,3,3,1,0,3,1
31,1,96.3,11,26,4,3,0,0,0,1
107,1,61.09,12,26,4,3,1,3,0,1
0,0,75.0,11,7,2,1,1,0,0,1
24,2,148.0,9,15,4,2,0,3,0,1
33,2,116.1,5,19,4,1,0,3,0,1
1,1,70.4,11,30,4,2,0,3,0,1
127,1,143.1,9,18,4,2,2,0,3,1
192,0,102.0,9,25,3,3,2,0,0,0
257,0,101.5,7,1,4,2,0,1,0,0
32,0,95.0,10,10,2,0,1,0,0,1
5,1,131.0,4,23,4,1,1,0,3,1
271,1,101.33,9,21,3,3,0,0,0,0
41,2,105.0,10,18,4,3,2,0,0,1
0,0,50.0,2,11,2,1,0,0,0,1
20,0,160.0,9,25,3,2,1,0,0,0
112,0,116.28,8,24,3,4,0,0,4,0
77,1,187.85,5,2,4,3,1,0,5,1
13,0,91.0,2,14,4,4,2,0,0,1
99,0,91.45,3,12,4,2,2,0,3,1
61,0,132.3,10,14,4,5,2,0,3,0
36,1,107.1,10,16,4,0,1,0,0,0
111,2,79.2,11,28,4,2,1,3,0,0
322,0,52.0,12,9,3,2,0,0,0,1
32,1,89.3,2,5,4,2,0,0,3,1
0,1,0.0,3,29,1,2,0,0,0,1
103,1,77.29,6,26,3,1,2,0,0,0
41,0,65.0,3,4,3,2,1,0,0,1
18,0,85.0,10,10,3,3,1,0,0,1
125,0,143.1,9,20,4,5,1,0,3,0
19,1,174.0,12,26,4,1,1,0,5,1
33,1,102.37,2,26,4,2,1,0,0,1
13,0,113.0,9,13,3,3,2,1,0,1
224,1,97.96,9,4,4,2,2,0,0,1
0,1,0.0,6,9,4,1,0,3,0,1
56,0,120.0,6,8,3,1,0,0,0,1
18,0,91.0,2,12,4,2,1,0,0,1
120,4,88.38,8,20,3,5,2,1,0,1
187,1,99.45,7,11,4,5,2,0,3,0
1,0,76.0,1,5,2,1,0,0,0,1
5,0,89.0,4,5,4,1,0,3,0,1
90,0,60.0,12,21,3,4,1,0,3,1
55,1,108.0,9,2,4,2,1,3,0,0
89,0,80.3,3,3,4,3,0,0,0,1
134,1,116.36,10,22,4,5,2,0,3,1
72,1,110.8,12,30,4,4,0,0,0,1
136,0,107.95,5,16,4,3,1,0,3,1
93,0,118.19,12,30,4,3,0,0,0,1
8,1,80.08,3,16,4,1,0,0,0,1
73,1,56.38,3,24,3,3,0,0,0,1
83,0,90.6,9,30,3,1,0,1,0,1
4,0,87.0,1,2,3,1,2,1,0,1
50,2,164.25,4,12,4,3,0,1,0,1
19,1,134.3,11,2,4,4,0,1,0,1
124,1,137.7,7,16,4,1,2,0,3,0
138,0,72.5,8,22,3,1,2,1,0,1
2,2,73.07,6,8,4,3,0,0,0,1
84,2,79.43,10,31,4,3,1,3,0,1
117,2,105.3,7,19,4,2,0,0,0,1
45,2,106.2,11,5,4,1,1,0,3,1
57,1,93.6,11,18,4,2,0,0,0,0
11,1,191.35,8,8,4,0,1,0,5,1
88,0,90.6,10,5,3,1,1,1,0,1
4,0,79.0,2,16,4,1,0,3,0,1
11,1,130.9,10,3,4,1,1,0,3,1
15,0,79.0,2,12,4,2,0,3,0,0
181,0,120.0,10,11,3,2,0,0,0,0
139,1,129.0,6,4,4,1,2,0,0,1
3,1,143.0,9,4,4,2,0,0,0,1
305,0,89.0,11,4,4,2,1,0,0,0
231,0,86.63,8,11,4,2,0,0,1,0
37,0,72.0,12,1,3,3,0,0,0,1
145,1,0.0,7,5,4,0,0,0,0,1
43,1,85.07,11,1,4,3,0,3,0,1
177,1,99.45,8,2,4,5,2,0,0,1
94,2,65.45,11,23,4,2,1,0,3,1
38,0,81.0,6,19,3,1,2,0,0,0
16,0,156.0,5,2,4,3,1,0,3,0
42,2,174.25,11,7,4,2,1,0,0,1
100,0,136.0,5,19,4,3,1,0,0,0
44,0,107.1,11,1,4,4,0,0,0,0
4,1,79.0,2,12,4,2,0,3,0,1
170,1,72.76,7,28,4,3,0,3,0,1
418,0,75.0,9,26,4,2,1,0,0,0
35,1,183.0,12,28,4,1,0,1,0,1
29,1,81.54,2,6,4,5,2,0,0,1
60,1,60.0,1,29,3,2,0,0,0,1
265,1,115.0,6,24,4,2,0,1,0,0
15,0,89.0,9,12,4,0,1,3,0,0
16,0,84.0,6,12,4,0,2,0,0,1
41,1,98.55,3,28,3,4,1,0,0,1
79,3,120.6,7,24,4,4,2,0,3,1
126,2,129.6,9,23,4,3,2,0,0,1
279,1,80.75,10,10,3,2,1,0,0,1
150,2,65.83,3,17,4,3,0,0,0,1
90,1,63.86,4,1,4,2,0,0,0,1
5,0,96.0,10,4,4,1,2,0,0,1
84,0,80.0,11,11,3,1,0,0,0,1
91,0,59.37,4,2,4,2,2,0,0,1
126,0,118.8,9,8,4,3,0,3,0,0
290,1,72.0,6,17,3,2,1,0,0,1
7,0,79.2,11,12,4,1,1,3,0,1
237,0,147.3,10,13,4,3,0,0,3,0
27,1,80.75,5,29,3,2,2,0,0,1
0,1,176.0,5,23,4,0,1,0,3,1
30,0,121.0,9,30,3,2,0,1,0,1
1,0,66.0,1,5,2,2,0,0,0,1
53,2,77.86,11,29,4,4,0,0,1,1
49,0,75.0,11,14,3,2,1,0,0,1
196,0,105.3,8,28,4,1,2,0,0,0
77,0,86.4,11,23,4,1,0,0,0,0
268,0,78.0,4,8,3,3,2,0,0,1
17,1,104.11,10,15,4,3,0,0,3,1
159,1,99.45,8,1,4,3,1,0,0,1
89,3,72.25,7,17,3,2,2,0,0,1
